Stage,Strain no,Genotype,Treatment,Slide no,Name,Nucleus number,DAPIpeakA,DAPIvalleyB,DAPIoutC,FITCpeakA,FITCvalleyB,FITCoutC,DAPI_A-B,DAPI_A-C,DAPI_B-C,FITC_A-B,FITC_A-C,FITC_B-C
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,18,1472,468,76,387.3,147.5,89.6,1004,1396,392,239.8,297.7,57.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,19,1779,391,271,530.7,174.4,125,1388,1508,120,356.3,405.7,49.4
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,20,1984,1018,130,749.6,254.9,167.1,966,1854,888,494.7,582.5,87.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,21,2382,1009,123,623.3,214.9,177.1,1373,2259,886,408.4,446.2,37.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,22,1937,778,108,450.3,167.8,177.1,1159,1829,670,282.5,273.2,-9.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,23,2032,583,220,552.2,223.3,184.8,1449,1812,363,328.9,367.4,38.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,24,1974,491,138,493.8,194.4,159.4,1483,1836,353,299.4,334.4,35
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,25,2245,1039,67,785.5,334.9,168.7,1206,2178,972,450.6,616.8,166.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908301901,26,1769,630,123,390.1,180.1,125.8,1139,1646,507,210,264.3,54.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,1,2342,491,172,470.9,245.1,191,1851,2170,319,225.8,279.9,54.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,2,2012,542,142,798.2,196,137.1,1470,1870,400,602.2,661.1,58.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,3,1862,738,121,497.7,248.3,180.6,1124,1741,617,249.4,317.1,67.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,4,1777,418,69,626.9,248.6,88,1359,1708,349,378.3,538.9,160.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,5,1995,665,211,556.6,249.7,202.4,1330,1784,454,306.9,354.2,47.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,6,2264,783,248,667.3,214.3,186.4,1481,2016,535,453,480.9,27.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,7,2213,592,158,586.3,249.1,180,1621,2055,434,337.2,406.3,69.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,8,1645,646,138,552.7,177.9,138.7,999,1507,508,374.8,414,39.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,9,1695,598,134,634.9,215.5,128.7,1097,1561,464,419.4,506.2,86.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,10,1809,772,132,582.8,202.3,117.4,1037,1677,640,380.5,465.4,84.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,11,1780,323,163,569.9,197.6,173.5,1457,1617,160,372.3,396.4,24.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,12,1330,602,110,557.4,185.7,98.4,728,1220,492,371.7,459,87.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,13,1670,452,155,475.9,188.7,177.3,1218,1515,297,287.2,298.6,11.4
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,14,1409,669,143,503.6,188.2,132.4,740,1266,526,315.4,371.2,55.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,15,1435,311,110,340.7,183,146.5,1124,1325,201,157.7,194.2,36.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,16,1998,324,181,451.1,181.9,135.2,1674,1817,143,269.2,315.9,46.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,17,1600,838,135,446.6,168.3,125.3,762,1465,703,278.3,321.3,43
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,18,1963,673,143,597.3,198,123.7,1290,1820,530,399.3,473.6,74.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302301,19,1535,816,80,540.2,156.6,106.3,719,1455,736,383.6,433.9,50.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,20,2352,631,87,562.7,183,129.1,1721,2265,544,379.7,433.6,53.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,21,1712,787,158,487,249,97.3,925,1554,629,238,389.7,151.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,22,2307,757,57,420.3,179.4,82.3,1550,2250,700,240.9,338,97.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,23,1524,1139,63,375.9,218.1,78.4,385,1461,1076,157.8,297.5,139.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,24,2042,316,76,556,197.5,172.6,1726,1966,240,358.5,383.4,24.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,25,1314,529,88,358,157,127,785,1226,441,201,231,30
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,26,1554,505,104,368.9,161.3,77.3,1049,1450,401,207.6,291.6,84
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,27,2235,558,161,430.6,178,170.7,1677,2074,397,252.6,259.9,7.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,28,2132,577,130,449,220,171,1555,2002,447,229,278,49
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,29,1762,417,120,449.9,195.5,174.3,1345,1642,297,254.4,275.6,21.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,30,2249,377,183,492,199.2,183.9,1872,2066,194,292.8,308.1,15.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,31,1849,486,65,306.6,143,73.5,1363,1784,421,163.6,233.1,69.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,32,1969,949,90,368.5,138.3,96.2,1020,1879,859,230.2,272.3,42.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,33,1466,622,84,404.6,182.2,141.1,844,1382,538,222.4,263.5,41.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,34,1730,300,97,397.5,189.4,138.4,1430,1633,203,208.1,259.1,51
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,35,1983,909,117,489.1,176.1,142,1074,1866,792,313,347.1,34.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,36,2034,523,64,528.5,200.4,70.4,1511,1970,459,328.1,458.1,130
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,37,2219,1169,119,419.7,171.8,146.2,1050,2100,1050,247.9,273.5,25.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,38,1688,632,64,288.6,124.2,60,1056,1624,568,164.4,228.6,64.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,39,2131,707,97,433.2,179.7,144.1,1424,2034,610,253.5,289.1,35.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,40,2139,572,139,520.3,182.1,138.3,1567,2000,433,338.2,382,43.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,41,1757,604,196,457.7,180.1,165.5,1153,1561,408,277.6,292.2,14.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302302,42,2328,548,106,467.7,220.3,109.3,1780,2222,442,247.4,358.4,111
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,1,1794,350,226,482.5,247,241.1,1444,1568,124,235.5,241.4,5.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,2,2142,378,176,497.3,250,141.5,1764,1966,202,247.3,355.8,108.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,3,1924,448,220,474.2,277,208.7,1476,1704,228,197.2,265.5,68.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,4,2182,730,312,535,263.7,244,1452,1870,418,271.3,291,19.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,5,2126,768,222,636.5,274,199.4,1358,1904,546,362.5,437.1,74.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,6,2158,396,228,445.1,239.9,184.8,1762,1930,168,205.2,260.3,55.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,7,1320,637,183,632.8,281.8,191.2,683,1137,454,351,441.6,90.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,8,2295,391,121,621.9,208.6,111.2,1904,2174,270,413.3,510.7,97.4
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,9,2112,537,296,570.4,268.1,228,1575,1816,241,302.3,342.4,40.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,10,2014,700,102,516.4,173.5,101.5,1314,1912,598,342.9,414.9,72
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,11,1932,532,189,547.2,282.4,212.6,1400,1743,343,264.8,334.6,69.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,12,2336,910,202,552.3,307.2,218.1,1426,2134,708,245.1,334.2,89.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,13,1952,655,268,529,320.6,193.7,1297,1684,387,208.4,335.3,126.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,14,1927,826,345,424.2,227.9,186.8,1101,1582,481,196.3,237.4,41.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,15,2145,607,205,538,283.9,211,1538,1940,402,254.1,327,72.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,16,2224,453,296,662.5,319.9,232,1771,1928,157,342.6,430.5,87.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,17,2439,617,346,579.2,404.3,239,1822,2093,271,174.9,340.2,165.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,18,1685,791,188,465,262.2,126,894,1497,603,202.8,339,136.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,19,2625,781,248,493.8,273.3,191,1844,2377,533,220.5,302.8,82.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,20,2515,890,333,605.6,297.4,211.1,1625,2182,557,308.2,394.5,86.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908302701,21,1743,973,176,558.2,345.3,257.1,770,1567,797,212.9,301.1,88.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,1,2776,1203,161,659,268.5,203.5,1573,2615,1042,390.5,455.5,65
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,2,2233,1060,219,505.8,303.6,209,1173,2014,841,202.2,296.8,94.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,3,2533,1448,230,498.8,269.7,207,1085,2303,1218,229.1,291.8,62.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,4,2417,813,168,618.4,256,193.7,1604,2249,645,362.4,424.7,62.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,5,2292,477,156,698.6,237,199.4,1815,2136,321,461.6,499.2,37.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,6,2194,1269,136,411.3,191.7,93,925,2058,1133,219.6,318.3,98.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,7,1984,853,251,452,252,200.5,1131,1733,602,200,251.5,51.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,8,1943,601,189,422.8,211.5,188,1342,1754,412,211.3,234.8,23.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,9,2067,1180,293,389.5,212.7,147,887,1774,887,176.8,242.5,65.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,10,1739,819,159,352,215.6,157.8,920,1580,660,136.4,194.2,57.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,11,2382,435,173,500,253,176.8,1947,2209,262,247,323.2,76.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,12,1819,529,119,377.2,186.4,174.7,1290,1700,410,190.8,202.5,11.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,13,2232,607,245,461.6,255.7,176.4,1625,1987,362,205.9,285.2,79.3
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,14,1784,905,194,457.3,237.1,192,879,1590,711,220.2,265.3,45.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,15,2202,569,106,433.2,212.3,161.2,1633,2096,463,220.9,272,51.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,16,2378,692,178,440.1,238.6,187,1686,2200,514,201.5,253.1,51.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,17,2140,639,212,445,230,190,1501,1928,427,215,255,40
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,18,2151,944,210,454.1,248,175,1207,1941,734,206.1,279.1,73
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,19,1640,976,130,393.5,202.9,100.9,664,1510,846,190.6,292.6,102
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,20,2228,801,151,401,237.6,220,1427,2077,650,163.4,181,17.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,21,1545,601,180,394,175,85,944,1365,421,219,309,90
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,22,2259,812,155,440.9,212.3,194.2,1447,2104,657,228.6,246.7,18.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,23,2365,808,203,411.2,166.6,146.2,1557,2162,605,244.6,265,20.4
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,24,2567,1425,170,491.8,355.1,127.7,1142,2397,1255,136.7,364.1,227.4
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,25,2709,1273,163,448.8,200.1,152,1436,2546,1110,248.7,296.8,48.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,26,2316,848,84,383.2,204.5,92.3,1468,2232,764,178.7,290.9,112.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,27,2240,1485,75,374.5,179.9,99.7,755,2165,1410,194.6,274.8,80.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,28,2136,676,136,377,235.2,156,1460,2000,540,141.8,221,79.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,29,2528,953,125,338,180.8,110.3,1575,2403,828,157.2,227.7,70.5
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,30,1969,1035,95,378.5,172.7,90.9,934,1874,940,205.8,287.6,81.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,31,1808,729,112,410.9,194.3,73.5,1079,1696,617,216.6,337.4,120.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,32,2009,678,55,382.4,200.8,177.4,1331,1954,623,181.6,205,23.4
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303101,33,2445,726,260,447,230,191.8,1719,2185,466,217,255.2,38.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,1,2159,721,85,598.8,219,176.1,1438,2074,636,379.8,422.7,42.9
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,2,2301,596,153,504.6,215.1,146,1705,2148,443,289.5,358.6,69.1
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,3,2692,983,60,760.2,188.6,86,1709,2632,923,571.6,674.2,102.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,4,2660,611,310,606.2,290.5,246.7,2049,2350,301,315.7,359.5,43.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,5,2302,901,343,493.8,272.2,271.5,1401,1959,558,221.6,222.3,0.7
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,6,2114,353,300,555.8,224,244.2,1761,1814,53,331.8,311.6,-20.2
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,7,1743,684,218,760.3,381.8,225.8,1059,1525,466,378.5,534.5,156
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,8,1708,407,119,677.5,278.9,228.3,1301,1589,288,398.6,449.2,50.6
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,9,2351,1019,67,664.3,268.7,124.9,1332,2284,952,395.6,539.4,143.8
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,10,2638,656,98,585.4,214.7,168.7,1982,2540,558,370.7,416.7,46
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,11,2071,814,163,539.9,191.6,269.6,1257,1908,651,348.3,270.3,-78
Premeiotic Zone,AFS0100,"cleSi9[coh-3(+), Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ332,SJ1908303501,12,2339,594,226,543.3,243.2,201.1,1745,2113,368,300.1,342.2,42.1
